vin|streetName|vehicleMake|reportedDate
5RBFN14ZGTY847560|AUMAKUA ST|mercedes-benz|5/28/2011
1GCHW47SMIL508853|AIALII ST|dodge|3/13/2015
3NGUX44GIIZ287934|ILALO ST|honda|6/8/2015
2DPOE26XKPI896113|KAMANI ST|porsche|11/14/2013
4OYHG93ESFD840382|PUPUKEA RD|saab|3/31/2011
2XQKC26THWT595456|LEONUI ST|audi|9/28/2016
4NSLW8SYJK452576|LEONUI ST|mercedes-benz|10/25/2014
1JLED49MCLL248426|LEONUI ST|jaguar|3/29/2017
3RMJL70PJYW594676|KILAUEA AVE|plymouth|12/27/2017
4MIXJ99UCPF67865|KAIPOI ST|subaru|12/4/2013
2ZOUE11YFIK223924|KILAUEA AVE|volvo|12/29/2014
3OWOL54QUDF157632|NALANI ST|volkswagen|7/17/2012
1GBGZ94IKDX448967|LUNALILO ST|mercury|10/9/2013
1ZPQX23OXHD458070|KEALAKAHA DR|jaguar|6/27/2013
1RPTO19JTNU168739|WAIKALUA PL|mercedes-benz|3/4/2011
3FYUC26VCVE334793|PAULA DR|renault|10/27/2011
2BKIG62TRRX886331|PATY DR|renault|12/5/2012
3DXQT96XXZS806650|HOOWAE ST|volkswagen|1/6/2012
3LYNK27LAIT553530|COOLIDGE ST|volkswagen|9/11/2014
4THFJ86NAYR345351|ILIWAHI LP|mitsubishi|10/6/2012
2TPJZ73FULN623747|COOLIDGE ST|audi|12/6/2017
2MBGK99XWOU719778|ALAPAI ST|mercury|8/29/2016
4RWOO10LYYQ71846|HAWAII ST (KAPALAMA)|jaguar|2/10/2011
3UCPA29PJWR199872|MIKIOLA DR|volvo|3/27/2014
4QIMG53BAPZ929417|COOLIDGE ST|porsche|9/8/2012
4JFHD92EJTO812875|COOLIDGE ST|volvo|4/21/2012
3IGNL29MSTZ289017|YACHT CLUB ST|volkswagen|9/10/2012
5BXVA1RBTP457547|MIKIOLA DR|alfa-romero|6/27/2013
5RRSG54NLTE646868|MAKALANI ST|peugot|2/28/2017
2QRBC65GPVW775228|NAUAHI ST|subaru|11/2/2012
4OZQC1WZDF624472|AKULE ST|mercury|3/21/2013
2WACX3JZQR158306|MANUAIHUE ST|mitsubishi|3/13/2013
5CJZI1TYQM693627|MANUAIHUE ST|dodge|6/7/2014
2PBMW91DCDV711359|HOOKEHA ST|volkswagen|4/24/2016
1XRYO48LLPI903423|HIAHIA LP|toyota|5/28/2016
5ELEB8RTDZ154871|KAKAE PL|peugot|9/21/2016
5DEZR45DROG43977|MOWAI ST|peugot|3/28/2012
4QSGO85NSUP441637|LUMIAUAU ST|saab|5/15/2015
2VAYI96JYWM19268|WAIAWA RD|dodge|8/28/2011
4FJBM90PEVR822118|LILIHA ST|volvo|10/11/2011
1DJQY73DYAU96948|LILIHA ST|mazda|5/8/2015
3TLUU66RMJY318653|LILIHA ST|mitsubishi|10/27/2017
5XEWP77QTNL220973|LILIHA ST|isuzu|7/5/2015
4GHTZ11YLFV819743|LILIHA ST|subaru|4/29/2012
2AMXV16KGUF237993|UPAI PL|nissan|12/17/2014
4HUAW53MYXJ979349|HALONA ST|mercury|5/19/2015
1KMHY30SXJU904468|ALU ST|bmw|10/14/2015
1ROUG1HXZG209615|JENNIE ST|dodge|3/24/2016
4PDER25KMGC72291|SAND ISLAND ACC RD|mazda|1/31/2012
3XNKV99LCUE994909|12TH AVE|porsche|12/4/2011
4RBBJ93QLLN869391|12TH AVE|plymouth|5/30/2012
1ZSAT1YOVU495935|WAILAWA ST|toyota|10/13/2013
3UCUY26QEJO370923|AHE PL|volkswagen|1/22/2015
5FCJE83LFVX15737|AHE PL|jaguar|9/28/2011
3GFJY52BQBD759714|9TH AVE|plymouth|10/31/2015
2KRHL25JCEB315290|AKEAKE ST|nissan|9/29/2012
4DKED61AZNE762189|OHEKANI LP|peugot|2/1/2015
3MHYW62FEXZ919632|OHEKANI LP|jaguar|3/13/2012
4JXTN45MYHU259681|OHEKANI LP|honda|3/8/2012
3VQND66YYOX147561|HAUSTEN ST|renault|12/10/2016
3XKDU16FHTG325354|HALOA DR|subaru|1/18/2015
1VCYJ20GCWH924523|LIKINI ST|peugot|4/30/2012
2NRWA4SYHW389437|CIRCLE DR|nissan|1/29/2011
3WIPR70QUBL370471|CIRCLE DR|peugot|2/25/2016
3QCBM41CBPM765106|LEIHOKU ST|volvo|9/15/2011
2VEBT13BJAY635770|EKAHA AVE|porsche|10/17/2012
4XZBA84UCVO182541|EDNA ST|mercury|2/12/2016
1OZQH65WWRZ31017|22ND AVE|mitsubishi|6/19/2015
2YJNW53IYDV219946|22ND AVE|volkswagen|2/1/2015
2TMRF20DRGS212886|EDNA ST|mitsubishi|6/13/2012
2CQWJ34ELBC931292|KILAUEA AVE|mazda|8/1/2017
5YXQH67BVOD719879|KAUKONAHUA RD|mercedes-benz|7/25/2015
1WBKQ39SNPV651933|KAWAIHAE ST|saab|5/12/2011
1XCJZ79GOTD276579|LEONUI ST|volvo|12/1/2013
5LYBZ75GUQW689222|LEONUI ST|toyota|6/2/2015
5YQSX71EJMS654225|LEONUI ST|mazda|2/10/2011
3WTFJ94GLCZ276680|KIPAPA DR|honda|2/26/2012
2DIGW24LIXI601060|AUWAIOLIMU ST|chevrolet|10/14/2016
5DAHB51KXWA504623|AHAOLELO RD|toyota|4/12/2017
3HPNT80QLWG103941|LANIPAA ST|renault|4/24/2015
3KYQY92QBXL866563|AIALII ST|saab|7/10/2014
1GJBI77IXIQ505543|IMUA PL|mercedes-benz|6/20/2014
5VJQR4BTJJ820222|AKEPA ST|chevrolet|5/28/2012
3HNVI93ZBOV697503|KAMAMALU AVE|isuzu|3/28/2016
2DBAD0ZKQI513026|HAKUPAPA ST|chevrolet|6/6/2011
3KYZN10DOYM291753|HUMUKA LP|isuzu|6/10/2017
1GAYI36GYHZ500008|HUMUKA LP|mercury|2/21/2016
3LCGN7GGLK430044|DATE ST|peugot|9/9/2013
2ACWI87MPIR200427|ALA MOANA|mercedes-benz|6/26/2011
1EMZG62GDXD599153|AALA ST|plymouth|8/29/2014
1FTBC41PPIQ391802|DEMOCRAT ST|alfa-romero|8/20/2012
4SWYS19RHYU733776|HINALII ST|porsche|1/15/2011
3AIZF36KNHP132653|FORT WEAVER RD|volkswagen|3/9/2014
2ULSY13UMUQ401291|NANAKULI AVE|saab|9/18/2012
5CHDQ99AEDX739778|KAUKONAHUA RD|peugot|9/25/2014
1CWXW50YVLF964477|KAUKONAHUA RD|honda|1/8/2014
2JILT33RDTT176583|KAHAKAI DR|mercury|9/28/2017
5UYPC44TKCY536500|LANIKAULA ST|volvo|5/11/2017
4AARU30UGCR908349|JAMES ST (WAIKIKI)|dodge|8/16/2011
1DALE93LVVV42062|PAHIA RD|jaguar|3/1/2013
3YONO75XDKK295636|ALIAMANU ST|nissan|4/7/2017
4DUHD48MCZJ874067|ALIAMANU ST|alfa-romero|4/28/2011
3IHBU10EZMN166203|PROSPECT ST|chevrolet|2/22/2012
1PMHW2XPLD823468|HIHIWAI ST|volkswagen|8/20/2017
3FNMY76HRSJ373645|AULOA RD|chevrolet|5/5/2012
2VIBP38UVKE584506|ALA NAPUNANI|jaguar|11/7/2014
2JSUU99ATPA470379|SPRECKELS ST|volkswagen|6/3/2013
5GLLW15IHOX285619|SPRECKELS ST|mazda|2/22/2012
2TEVN77JBLE850201|OPUKEA ST|nissan|4/29/2014
1UHWL32VXIE531515|OPUKEA ST|dodge|9/20/2015
2GHEL23CTMX430307|KEKUANONI ST|alfa-romero|8/4/2011
5YLBM82FVJI392669|KEKUANONI ST|saab|4/21/2016
4YXXT3CFVK157957|KEKUANONI ST|jaguar|12/3/2012
2TFVT60IPES479490|KEKUANONI ST|dodge|11/16/2014
3NNYY64XCZT888124|KEKUANONI ST|volvo|6/2/2013
5DSED72RYLE990040|KEKUANONI ST|subaru|7/31/2011
3CQII75KXPV622967|KEKUANONI ST|renault|12/5/2017
2SIXR20WLBU17331|KEKUANONI ST|audi|11/4/2012
5XFQO28VZUR969053|KEKUANONI ST|nissan|9/22/2015
1ZAXI41ANBQ877144|KEKUANONI ST|mazda|4/7/2012
3RBFT45SIGZ141346|KEKUANONI ST|plymouth|8/28/2014
5IBRF62CXRN113853|KEKUANONI ST|mercury|6/4/2013
1AMYJ21WXJU624773|KEKUANONI ST|subaru|12/25/2014
5FNCC57WXDR658892|KEKUANONI ST|bmw|6/5/2011
5CETV26UFUT871261|KEKUANONI ST|isuzu|10/26/2017
5WKAU6YMAF111551|KEKUANONI ST|isuzu|7/17/2017
3COXG74QJHR261241|KEKUANONI ST|nissan|5/18/2012
4QWSY46WXIH985467|KEKUANONI ST|bmw|8/25/2016
3JETP82ITYL123149|KEKUANONI ST|isuzu|3/10/2017
1VXMH94OFWF95275|KEKUANONI ST|saab|5/25/2012
5KVGJ19OULI699422|KEKUANONI ST|plymouth|5/16/2011
2DJRH69LYBM205592|WOOLSEY PL|saab|10/18/2012
3VBJL0INMR710316|ALA POHA PL|mercury|3/1/2016
4QWPX73WLPS425775|ALOKAHI ST|volkswagen|2/11/2015
3JDWO68XMAO805331|EKEKELA PL|bmw|1/18/2016
1NUQZ32EHZP816540|IHE ST|jaguar|3/15/2014
1PHIZ45XQTX941278|AHE PL|audi|4/29/2013
3ECKM41JOYV48657|10TH AVE|mercury|10/9/2012
3BOSQ51LOMX279763|PUHULI ST|toyota|11/23/2014
2UAJC4RCWL141354|KANOA ST|audi|7/31/2014
4UAYN89YEOF94083|KANOA ST|volkswagen|1/7/2015
2ENUJ97TROF626841|KALUAMOI PL|chevrolet|12/31/2014
3AXZQ75ZETN327867|KALUAMOI PL|mercedes-benz|5/15/2017
1UGBL90RVBR131823|PANANA ST|renault|10/7/2013
5OZPB92NKMQ249996|MANUAIHUE ST|volvo|1/25/2014
2GYOG61SZUW306297|KALALOA ST|alfa-romero|5/3/2014
4FIFW14QKOX518116|KIPAPA DR|alfa-romero|2/14/2016
5UKYN63YRHE617510|UPPER ST|mercedes-benz|4/24/2017
5PCZR39PSOO186206|HAWAII ST (KAPALAMA)|mazda|4/19/2017
5VTEB83YIIJ622575|HOMERULE ST|honda|2/25/2014
4GMUM78CXVD225031|HOMERULE ST|subaru|2/5/2014
3GDOV53CZPO497539|LIBBY ST|porsche|11/25/2015
5RMQB76DFRP162153|HOAPONO PL|porsche|8/20/2012
2ZZAH36FPCH715712|KOHINA ST|bmw|5/11/2017
3YXTY81WEDK388937|DOLE ST|honda|7/5/2016
5BPWS97OVFI899656|KAULUWELA PL|plymouth|11/3/2014
4SQMI79VOJF703108|KAULUWELA PL|mazda|5/5/2014
4OBYI8LHWI868553|PUKOA ST|plymouth|9/20/2011
5HVHO48JSMA467591|PUOWAINA DR|volkswagen|10/27/2017
4WGLS58RDMJ730114|LIKINI ST|saab|10/20/2012
4MMOR38JHKH600399|PUMEHANA ST|dodge|6/21/2013
2GNPY45PARL139093|KAUAI ST (KAPALAMA)|mercedes-benz|10/11/2014
2TPCS45MMVQ37185|10TH AVE|bmw|12/15/2012
3GCQR14MNDO948923|JAMES ST (WAIKIKI)|jaguar|12/5/2012
3WOXS51PFUW213623|HALEKAUWILA ST|renault|5/8/2015
5MMOT52BEXJ295270|HOIHOI AVE|subaru|10/18/2016
3LGBY97KJCJ355613|AINAHOU ST|mazda|2/20/2011
3XKBN81NEOR151658|KAHUHIPA ST|chevrolet|10/24/2015
2HATA68GYJB713078|KAHUHIPA ST|dodge|10/31/2016
1OUWX44WMSN693934|KAHUHIPA ST|porsche|3/21/2017
2PAAN55USZS809747|KAHUHIPA ST|subaru|4/4/2016
2XDOR67HXBQ897360|KAHUHIPA ST|volvo|2/26/2016
3QDZP4PUCV562939|KANAINA AVE|volvo|12/14/2015
2FCTZ98WIBQ640182|KANAINA AVE|jaguar|2/22/2012
1XPZR12RXLS719393|PILIPONO ST|peugot|4/3/2015
5MAGO61ZYDO20797|MOANALUALANI PL|bmw|8/29/2017
5UMXS91JMIF683801|MOANALUALANI PL|mercedes-benz|1/22/2014
4TOYH46OPQC148451|MOANALUALANI PL|mitsubishi|3/20/2012
4UGVZ76YZGF681994|MOANALUALANI PL|mitsubishi|5/12/2015
1RCEL75KRIS11817|MOANALUALANI PL|volkswagen|6/25/2014
5IQMX64YQAX200066|MOANALUALANI PL|saab|6/3/2012
3EVQG64AYMS365272|MOANALUALANI PL|renault|1/26/2013
5ZFFG5KPUA857275|WAIHONA ST|volkswagen|5/9/2017
4DQWS74FYVF730381|WAIHONA ST|volkswagen|1/14/2014
1YYLB10YNOY467197|KALAPAKI ST|porsche|4/20/2016
5ISXU65HLQW394164|KUPUKUPU ST|isuzu|6/23/2013
5JUUP93PLLJ476391|ALAU ST|toyota|3/1/2011
5PJUF90YGNK641610|KEKUANONI ST|subaru|10/23/2016
4QUTP59QPVC729664|PUU PANINI AVE|plymouth|8/9/2016
3AHOU59HTKM353592|KAAHELE ST|jaguar|3/16/2012
3NLUE99XFGK543668|11TH AVE|volvo|11/12/2017
3DNXJ88ELXB181371|WAILAWA ST|plymouth|8/10/2012
5OLNB46TMZS6161|WAILAWA ST|isuzu|12/15/2012
5OHFA56ZPBH868153|KAUMUALII ST|nissan|2/2/2013
4XRMP66EZJV673386|HAUOLI ST (MAKIKI)|mercedes-benz|2/10/2012
2ZOFW51RDHI8576|FRICKE ST|toyota|3/30/2011
5RMXJ2THBO208755|AUIKI ST|peugot|1/16/2013
3XSGQ11XQRZ206973|MAKIKI ST|nissan|6/11/2015
1JIFL61RLCA775014|ALA AKAU ST|volvo|6/3/2016
2KVQD38QJTN751247|NIOLOPA PL|renault|4/11/2015
1WKGZ9IXVH293557|LEONUI ST|volvo|3/14/2014
5HBAZ29WLFU344563|AKONE PL|peugot|4/24/2011
1BQGG2GEQL234178|KEWALO ST|subaru|6/25/2011
3FBZT13GNSI390297|WATER ST|mercedes-benz|1/29/2011
1WCAH57ZKOA91756|KANOA ST|saab|11/24/2015
4EATY8USKP363675|WAIHONA ST|subaru|12/12/2015
5MTIL14XYVC816136|OPOI ST|toyota|12/13/2017
5FORL66MNAS272525|KAHUAHALE ST|toyota|6/29/2011
2UHCQ98MPTA894364|GROTE RD|alfa-romero|2/8/2013
3RYBG88IITE974887|KAIKUNANE LP|volkswagen|11/7/2016
4BQBR4KXLR664685|IWI WAY|nissan|10/13/2011
2PGVD61WILL376925|KAAPEHA ST|mazda|2/15/2013
4JSYN55JGVD418577|KAAPEHA ST|volkswagen|5/12/2014
5VINH62CARE219972|PUKELE AVE|honda|5/4/2014
3ODZK92XGRR839092|10TH AVE|saab|5/20/2011
1HAYN74DYIX144499|KAIAULU ST|alfa-romero|5/27/2011
5NDFH62UTEZ530533|LEIGHTON ST|chevrolet|6/6/2015
4ZBNJ85IAZC609785|KAIOO DR|renault|12/2/2016
1RAXO71CXPQ540492|CATHERINE ST|volkswagen|8/18/2014
5REDT9YRHW386133|KAIOO DR|chevrolet|11/15/2012
2SILJ39YBLJ410752|KIPAPA DR|audi|8/19/2016
1QQUI48DPXH649566|KAIOO DR|toyota|5/1/2012
3JBTR11UZXA598532|KAIOO DR|volkswagen|3/17/2017
3CAKQ18COQE51885|KAIOO DR|renault|8/17/2015
2NHDX19ZJNL362388|CATHERINE ST|mitsubishi|5/11/2017
1WXOY53MKRS335345|CASTLE ST|toyota|8/26/2014
1TMOK48JSZX834507|KILAUEA AVE|saab|3/14/2014
1AGCF47GBQT754189|KAONOHI ST|jaguar|11/10/2013
3QDPU26GBAY276690|KAUNAOA ST|honda|1/13/2011
2SQOI22JYOF268350|LIKINI ST|jaguar|1/4/2015
4VDTJ52HSJY542134|KOKEA ST|isuzu|8/14/2015
2LVJR48UBQG245780|YACHT CLUB ST|toyota|8/15/2016
5ZCCG71NHCO719274|KONO PL|dodge|10/18/2013
3VWPR85XDMJ68465|KONO ST|subaru|2/1/2011
1LTQT57BDCK352306|POAILANI CIR|saab|4/14/2011
3KENH16MOMZ399594|POAILANI CIR|mitsubishi|2/10/2012
3LBKG96VAHI480200|LANIKUHANA AVE|mercedes-benz|8/4/2012
4TIKJ63OXCX69718|PAAHANA ST|mercedes-benz|4/10/2017
3LXIU77LTGP113911|ALA AKULIKULI|audi|2/23/2016
4VZKN43CNGO118668|HUMUULA ST|mitsubishi|5/10/2011
4SGYO68MONQ285662|UPPER ST|toyota|7/12/2013
3BXRC28EGDH558413|HANALOA ST|isuzu|9/3/2017
5XYRB61MYXN972350|PAHIA RD|jaguar|9/15/2014
1FWKX78BFBR921467|ALA MAHAMOE|mazda|10/4/2017
2SYQJ55ZYOQ609417|ALA WAI BLVD|mercury|6/5/2011
2NZXW34VHIT507124|KELIIKIPI ST|porsche|9/27/2015
1JDPN53THPZ41302|PAANI ST (MAKIKI)|dodge|4/1/2016
1PAIN48EAGU292169|OCEAN VIEW DR|jaguar|8/14/2016
5LVBA61JBDN87149|OCEAN VIEW DR|honda|9/16/2012
1GZEP2ZNPP844887|HALAWA VALLEY ST|volvo|9/17/2011
5XEBD99SJBB24757|MAKAIKAI ST|volvo|10/25/2013
5HUPP54ZCVO516456|WAOLANI AVE|renault|2/15/2014
1HACO70HLYQ434471|LUSITANA ST|nissan|10/24/2011
4SIZR35PPSO792634|WAOLANI AVE|mercury|7/19/2014
5TAED36WTJI358789|LILIPUNA RD|toyota|8/23/2016
1XTJP10ZAXS519425|MIKANA ST|saab|11/12/2012
5LAUI70EMTO924078|KAAHELE ST|honda|2/8/2012
5IGEM22KXZA263579|AIALII ST|dodge|11/9/2013
2KANI91ZYGH945523|WAIPIO UKA ST|dodge|9/22/2011
3BQDK60AKWM920771|KANIKANI PL|nissan|3/30/2012
4RHIN1KGRC117068|KAUNAOA ST|saab|9/30/2012
5WSED4MLLU48009|KILAKILA DR|mercury|2/2/2015
2AOTC20HIDB521211|KIAPAAKAI PL|honda|6/17/2011
2MTWI78NATQ463086|MEHANI ST|subaru|2/6/2016
5RJKB89VXHO101426|OHENANA LP|chevrolet|3/27/2012
1TLAS86GVLR122320|HAWAII KAI DR|jaguar|3/1/2013
5NWGW29FBVM652103|FARRINGTON HWY|audi|5/1/2017
1SOUY71DBXZ634384|HAMAU ST|jaguar|4/11/2014
2JGYG31NJIE853996|ALA WAI BLVD|renault|1/21/2014
1SFUN38IEJG448788|ALA WAI BLVD|mercury|4/10/2017
4IORS32RXXY547017|AKONE PL|honda|10/23/2016
1KFGS48SVWM26893|ROOKE AVE|mercury|2/28/2016
4IITJ89OVMM410174|HAKEA ST|saab|10/11/2011
4ELCQ97NZMD626149|AALII PL|volkswagen|4/10/2014
4LPJR23WXMP388119|HALOA DR|audi|5/7/2017
5GGVI55XAVM580522|COOLIDGE ST|bmw|12/18/2016
3EVLZ3VDMW105041|COOLIDGE ST|saab|8/18/2015
5DAIH72KGVJ366384|ALA WAI BLVD|audi|6/15/2017
5ZHDH58MUVN487564|10TH AVE|mitsubishi|3/15/2015
4HKDY86EMFX222552|ALA WAI BLVD|mercury|8/15/2012
5RNOP83TVDH878234|HALAI ST|mitsubishi|5/27/2016
1MBGN98KHJB836740|HALAI ST|mitsubishi|8/2/2015
3NACX54UBIP585891|LANIKEHA WAY|volkswagen|2/25/2012
3VZBE18HAKH252763|OPIHI ST|mercury|4/29/2017
5HCKD7IVQK726020|AUPUNI ST|plymouth|3/12/2012
1TBFT68TNPU936891|LOHIEHU PL|toyota|6/28/2012
5LMAO6QOLK680514|KEALIA DR|jaguar|10/23/2015
4PKCR47DBUP533825|MOEHA ST|subaru|4/2/2017
1NZSI62NEDL946931|KALIAWA ST|plymouth|6/11/2012
1QCUT96BCLH506960|KALIAWA ST|subaru|6/2/2016
2SJKY91TFFW433277|MONA ST|subaru|1/3/2011
2KGRS0AFTQ622464|KAAMAHU PL|jaguar|9/26/2016
5SBEF63CSWQ707545|CASTLE ST|alfa-romero|7/20/2016
4WGZE15OGVP41490|LANIKUHANA AVE|honda|11/25/2014
1WCRC44JZPK630208|ANANIA DR|porsche|8/11/2016
4GCAA32SUED445950|LUSITANA ST|honda|6/11/2016
1QHDA30NIIT724525|KUHANA PL|mercury|3/19/2017
3IIKR62TYGC316469|POIPU DR|nissan|8/11/2016
1VTAV69DVRI619594|KEAKA DR|jaguar|7/9/2016
4BPNI42MULP27231|POKOLE ST|isuzu|4/6/2016
5OCGA73EUMZ119657|ALOHA OE DR|renault|5/29/2016
2KYJX44TJTZ47892|KAHUHIPA ST|plymouth|12/22/2012
1HNKL73VXZI6564|KEEAUMOKU ST|dodge|7/24/2013
4KFPT81TSGQ898706|PINAOULA PL|nissan|6/9/2013
2PCDB40JFLF808764|PINAOULA ST|porsche|11/25/2012
3YYNW23DYKH909962|KOAHEAHE PL|dodge|8/30/2015
2PWXI28JSMY227750|NOELANI ST|bmw|5/8/2013
5CJJL64LCVJ791454|WAINIHA ST|audi|7/18/2015
1PFQL84BRTZ401394|PAKEKE ST|audi|3/16/2015
5OUOT83RFLB544540|KANALUI ST|alfa-romero|9/7/2017
4UPYY34IJYH807410|HALEAKALA AVE|mitsubishi|3/29/2015
3QVCW43VREF201610|HALEAKALA AVE|renault|8/27/2012
5TVLY35KCPJ585204|HALEAKALA AVE|toyota|8/29/2016
3ZSWV31ZRJB456059|KEALIIAHONUI ST|porsche|2/7/2017
4LORO57HZJQ592972|SALT LAKE BLVD|peugot|11/5/2013
1RXXW63EIGM324991|FARRINGTON HWY|mercury|3/3/2015
5MQVJ52NKLD586672|HOOLEHUA ST|volkswagen|12/8/2013
5XHDE18VGMN245452|HALOA DR|toyota|2/20/2012
5BBAP95MSLB301102|KEALIIAHONUI ST|toyota|11/26/2014
5KPNH90GDLF623601|KAMAKAHELEI ST|honda|9/30/2017
5BCIO65CLGQ310832|KAMAKAHELEI ST|bmw|5/11/2015
5GBLT93GLBP523440|HULAKUI DR|renault|1/29/2011
3PBBV91FSYI692155|UILA ST|toyota|10/31/2012
3SUXB43RRJC853234|PAALII ST|honda|8/23/2015
4SRKX25NMPJ49154|ALAKAI ST|alfa-romero|4/8/2017
1ZAVI71SVBZ302109|MAPELE RD|porsche|1/28/2011
2MWFG65YZCQ545271|POIPU DR|chevrolet|8/12/2017
2VVBI57EUWH732961|AIALII ST|bmw|11/18/2014
2QRET92JWSZ440151|10TH AVE|plymouth|9/1/2015
4SHUW15FKMW242906|KOKONANI ST|subaru|11/27/2011
2RVEP98JJHP168731|LANIKEHA PL|volkswagen|10/2/2017
1DLZV17VKHX718448|PUA LN|dodge|1/8/2017
4UMYJ99GSMO944423|PUA LN|chevrolet|12/7/2011
2FSQH23PEBE123682|PUA LN|jaguar|12/9/2016
3QPXV88VQKF329724|HUNAKAI ST|volvo|3/20/2014
1YBGU45NDLL327682|PONOHALE ST|porsche|6/5/2014
2IWOM11LTCE157317|HUNTER ST|honda|1/8/2013
2QFEI55YDWW528499|KUAHELANI AVE|jaguar|9/18/2016
2WSIW47RUJQ14192|POIPU DR|subaru|6/5/2015
3UMZC44XNXU972481|HOOMALU ST|subaru|7/15/2014
2YMIT17XBCZ226637|KOLOPUA ST|chevrolet|2/22/2017
3ZLKJ25AYAV743977|PUU KULA DR|honda|4/8/2011
2SXAL99EHIE39084|HOOMALOLO ST|volkswagen|1/18/2013
2DBTS59BYOF50586|LUSITANA ST|toyota|10/5/2012
1AJJM81CAFM749545|PIIKOI ST|plymouth|3/6/2012
2HSWN34OKBH904768|APUAKEA ST|plymouth|5/10/2016
5MUVZ25LJYY683622|PAKOHANA ST|subaru|1/29/2011
5REWP44GQEZ452539|COOLIDGE ST|mazda|6/13/2017
4BCBP55HDJK908680|COOLIDGE ST|nissan|1/20/2012
1DHBM54FJJC979939|KILINOE ST|mazda|6/10/2012
4JLKG31MXOL582289|COOLIDGE ST|toyota|7/4/2013
4FIQP64PAOZ337189|KEWALO ST|subaru|1/29/2016
1VCUV19PEZP529897|DOLE ST|renault|9/15/2012
5QDVB96URDR185595|LUSITANA ST|mercury|10/11/2016
4KNJJ86BQBS650090|KEKUANONI ST|nissan|11/27/2011
2LSNU15KGRV109634|ROOKE AVE|peugot|4/30/2016
2JJWF0GWKN347924|AIEA HTS DR|bmw|2/22/2011
4ODHY84LPVK410074|NEAL AVE|alfa-romero|12/4/2015
5DCSR25INFS873822|CALIFORNIA AVE|porsche|3/5/2014
4LRTY46ENBF912564|KAMANI ST|jaguar|10/29/2012
2ZGLN22XXHB225566|LILIPUNA PL|subaru|1/20/2016
5HKJJ62EEUF331230|LILIPUNA PL|peugot|6/22/2016
3RLAH96CPMF51928|ALA NAPUNANI|dodge|11/17/2017
3ZAKL84NLYF977296|HAKEA ST|renault|4/19/2014
1HDJO71HKSH587186|WILLIAM HENRY RD|volkswagen|12/8/2017
3DUIG90ABTG582714|WAIOLI ST|nissan|3/22/2016
3YLPS43TZKJ908547|PROSPECT ST|alfa-romero|9/21/2011
4JXVI26POPU494028|KALAPAKI ST|mazda|9/21/2017
2OPIF47JPGP317190|OLD PALI PL|toyota|11/21/2013
4NAEB75XQXW119024|KEKUANONI ST|volkswagen|6/3/2017
2FZYZ41LXSN241891|PEPEEKEO ST|audi|2/22/2013
4KOHW39NIDQ799749|PEPEEKEO ST|plymouth|3/23/2015
2IUAZ11PPHR587922|PEPEEKEO ST|volvo|9/19/2014
3CPHK82HJJI773101|PEPEEKEO ST|plymouth|5/15/2011
1MYJF57FGAC338157|PEPEEKEO ST|toyota|8/8/2011
1VVGI94VWIU38144|PEPEEKEO ST|audi|2/3/2015
5ZXJB79AYGJ166234|PEPEEKEO PL|isuzu|1/13/2016
4LGUV98IJAR843159|PEPEEKEO PL|mercedes-benz|1/26/2011
2NGZT20KVNA961562|PEPEEKEO PL|mazda|6/18/2014
2VDHL98SDJH387035|PEPEEKEO PL|subaru|11/30/2011
4HZPW79MXGP961188|PUUHALE RD|peugot|12/31/2017
4XUKJ49SKYU727450|KAPALAMA AVE|honda|3/1/2011
2MZDO1BEHR399552|KULUKEOE ST|mercedes-benz|10/29/2013
4WIYJ51EHHT8591|KULUKEOE ST|saab|3/23/2014
4OOAM20SUFP35418|KULUKEOE ST|volvo|5/27/2016
5YGQV64DUQP823558|LOKAHI ST|plymouth|9/3/2012
3YDYC96GHKK603169|AHAMELE PL|volvo|4/26/2015
5TTDF23IUSX220657|SPRECKELS ST|honda|2/27/2013
3ZNQN44IWGR21325|SPRECKELS ST|nissan|1/13/2016
1YAXF1AKUW961808|HAYDEN ST|mazda|11/21/2015
2EEFO65ATKJ639204|NICHOLS ST|alfa-romero|4/14/2014
3QICI94FFED347464|MALAHUNA LP|saab|2/7/2015
4THRT86UJQP302371|WOODLAWN DR|plymouth|7/17/2013
4HAKZ28XCIA850976|KAEKAE ST|porsche|8/6/2013
3IPIG33XOQM139692|KAMALA LP|mercedes-benz|6/27/2016
5EBGY15UXPG769036|HUELANI DR|mitsubishi|9/3/2011
5UFTT16GUPU903108|CRAIGSIDE PL|mitsubishi|5/23/2011
2HHGQ98XBXH959991|POHAKU ST|porsche|10/2/2016
4TWOZ14UGDT888023|POHAKU ST|alfa-romero|10/29/2012
2CUYK58NVGD480368|PAHOUNUI DR|renault|12/17/2013
4LAWX43GBSL381120|PAHOUNUI DR|bmw|8/20/2015
1KEBV20EGGX612132|PAHOUNUI DR|dodge|5/11/2011
3COIM80ESZN875677|AWANENE PL|alfa-romero|7/24/2014
1UZWB29CGOT938772|LOKAHI ST|saab|8/20/2012
1BTPA44INEK394202|KAUKOLU PL|renault|4/19/2017
3MFCY49CYTH763952|KAUKOLU PL|honda|4/14/2016
3QTFP31XCXH511980|KAUKOLU PL|jaguar|5/12/2012
3PJRY48CZUV698956|HALOA DR|bmw|5/4/2012
3SMCM88XPWX75857|KAUKOLU PL|peugot|3/5/2016
1NSZT9HANA729719|TENNEY ST|renault|10/26/2014
